Date,Time,Hour,Day_of_Week,Month,Season,Location,Crime_Type,Severity,Arrest_Made,Population_Density,Weekend,Peak_Hours,Late_Night,Hour_Sin,Hour_Cos,DayOfWeek,Day_Sin,Day_Cos,Month_Sin,Month_Cos,Crime_Severity_Index,Location_Risk_Score,Risk_Time_Interaction,Severity_Density_Ratio,Location_Cluster,Location_Encoded,Crime_Type_Encoded,Day_of_Week_Encoded,Season_Encoded,Loc_Commercial District,Loc_Downtown,Loc_East District,Loc_Industrial Zone,Loc_North District,Loc_Residential Area,Loc_South District,Loc_Suburban Area,Loc_University Area,Loc_West District,Crime_Assault,Crime_Burglary,Crime_Cybercrime,Crime_Domestic Violence,Crime_Drug Offense,Crime_Fraud,Crime_Public Disorder,Crime_Robbery,Crime_Theft,Crime_Trespassing,Crime_Vandalism,Crime_Vehicle Theft,Risk_Score,Risk_Level,Risk_Level_Encoded
2025-01-26,20:00,20,Sunday,1,Winter,South District,Vandalism,2,True,3314,True,True,False,-0.8660254037844386,0.5000000000000001,3,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.8,1.5,1.5,0.6035003017501509,1,6,10,3,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.3,Low,0
2022-11-04,00:00,0,Friday,11,Autumn,East District,Assault,9,False,3592,False,False,True,0.0,1.0,4,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384,2.5,1.3,0.0,2.505567928730512,1,2,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.33333333333333337,Low,0
2023-09-27,18:00,18,Wednesday,9,Autumn,University Area,Theft,5,False,6327,False,True,False,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16,1.2,1.4,1.4,0.7902639481586851,1,8,8,6,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,0.31666666666666665,Low,0
2023-01-13,20:00,20,Friday,1,Winter,East District,Theft,5,True,3727,False,True,False,-0.8660254037844386,0.5000000000000001,6,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387,1.2,1.3,1.3,1.3415615776764154,1,2,8,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.30833333333333335,Low,0
2024-11-13,18:00,18,Wednesday,11,Autumn,Industrial Zone,Robbery,8,True,1642,False,True,False,-1.0,-1.8369701987210297e-16,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,3.0,2.0,2.0,4.8721071863581,0,3,7,6,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.4416666666666667,Medium,1
2024-06-04,19:00,19,Tuesday,6,Summer,Suburban Area,Drug Offense,6,True,1806,False,True,False,-0.9659258262890684,0.2588190451025203,1,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,2.0,0.8,0.8,3.3222591362126246,1,7,4,5,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2916666666666667,Low,0
2025-07-05,07:00,7,Saturday,7,Summer,East District,Theft,5,False,3095,True,False,False,0.9659258262890683,-0.25881904510252063,2,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388,1.2,1.3,0.0,1.615508885298869,1,2,8,2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2833333333333333,Low,0
2023-12-29,10:00,10,Friday,12,Winter,East District,Drug Offense,5,True,3698,False,False,False,0.49999999999999994,-0.8660254037844387,3,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,2.0,1.3,0.0,1.3520822065981613,1,2,4,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.23333333333333334,Low,0
2024-03-31,17:00,17,Sunday,3,Spring,North District,Theft,4,False,4339,True,False,False,-0.9659258262890683,-0.25881904510252063,4,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,1.2,1.8,0.0,0.9218713989398478,1,4,8,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.3,Low,0
2023-03-09,07:00,7,Thursday,3,Spring,North District,Assault,6,False,4058,False,False,False,0.9659258262890683,-0.25881904510252063,5,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,2.5,1.8,0.0,1.4785608674223756,1,4,0,4,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.3,Low,0
2024-08-10,16:00,16,Saturday,8,Summer,East District,Theft,5,True,3663,True,False,False,-0.8660254037844385,-0.5000000000000004,6,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004,1.2,1.3,0.0,1.365001365001365,1,2,8,2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2833333333333333,Low,0
2023-11-16,22:00,22,Thursday,11,Autumn,North District,Burglary,6,True,4651,False,True,False,-0.5000000000000004,0.8660254037844384,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,1.8,1.8,1.8,1.2900451515803053,1,4,1,4,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.375,Low,0
2024-07-30,17:00,17,Tuesday,7,Summer,West District,Theft,3,True,3884,False,False,False,-0.9659258262890683,-0.25881904510252063,1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,1.2,1.6,0.0,0.772399588053553,1,9,8,5,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.20833333333333331,Low,0
2025-08-12,15:00,15,Tuesday,8,Summer,Residential Area,Theft,5,False,2422,False,False,False,-0.7071067811865471,-0.7071067811865479,2,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,1.2,1.0,0.0,2.0644095788604457,1,5,8,5,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.20833333333333331,Low,0
2023-10-06,18:00,18,Friday,10,Autumn,South District,Fraud,5,True,3810,False,True,False,-1.0,-1.8369701987210297e-16,3,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001,1.5,1.5,1.5,1.3123359580052494,1,6,5,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.325,Low,0
2024-09-21,19:00,19,Saturday,9,Autumn,Downtown,Assault,7,False,8763,True,True,False,-0.9659258262890684,0.2588190451025203,4,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16,2.5,2.5,2.5,0.7988131918292822,2,1,0,2,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5083333333333333,Medium,1
2025-04-12,09:00,9,Saturday,4,Spring,Industrial Zone,Vehicle Theft,7,True,1628,True,False,False,0.7071067811865476,-0.7071067811865475,5,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998,1.6,2.0,0.0,4.2997542997543,0,3,11,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.39166666666666666,Low,0
2024-03-04,22:00,22,Monday,3,Spring,Downtown,Vandalism,4,True,8414,False,True,False,-0.5000000000000004,0.8660254037844384,6,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,0.8,2.5,2.5,0.47539814594723084,2,1,10,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.38333333333333336,Low,0
2023-05-21,18:00,18,Sunday,5,Spring,University Area,Burglary,5,True,6603,True,True,False,-1.0,-1.8369701987210297e-16,0,0.0,1.0,0.49999999999999994,-0.8660254037844387,1.8,1.4,1.4,0.7572315614114796,1,8,1,3,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0.36666666666666664,Low,0
2023-05-12,21:00,21,Friday,5,Spring,Commercial District,Fraud,4,True,7358,False,True,False,-0.7071067811865477,0.7071067811865474,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387,1.5,2.2,2.2,0.5436259853220984,1,0,5,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.35833333333333334,Low,0
2024-11-24,20:00,20,Sunday,11,Autumn,Commercial District,Assault,6,True,7286,True,True,False,-0.8660254037844386,0.5000000000000001,2,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,2.5,2.2,2.2,0.8234971177600879,1,0,0,3,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.45833333333333337,Medium,1
2022-12-13,17:00,17,Tuesday,12,Winter,Downtown,Theft,6,False,8913,False,False,False,-0.9659258262890683,-0.25881904510252063,3,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,1.2,2.5,0.0,0.6731740154830024,2,1,8,5,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.35833333333333334,Low,0
2025-01-25,16:00,16,Saturday,1,Winter,Industrial Zone,Fraud,5,True,1279,True,False,False,-0.8660254037844385,-0.5000000000000004,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,1.5,2.0,0.0,3.9093041438623928,0,3,5,2,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.3416666666666666,Low,0
2024-11-09,15:00,15,Saturday,11,Autumn,Downtown,Vandalism,5,False,8639,True,False,False,-0.7071067811865471,-0.7071067811865479,5,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384,0.8,2.5,0.0,0.5787706910522051,2,1,10,2,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.38333333333333336,Low,0
2025-07-23,16:00,16,Wednesday,7,Summer,West District,Fraud,5,True,3537,False,False,False,-0.8660254037844385,-0.5000000000000004,6,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388,1.5,1.6,0.0,1.413627367825841,1,9,5,6,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0.2583333333333333,Low,0
2023-04-18,13:00,13,Tuesday,4,Spring,Commercial District,Fraud,5,True,7308,False,False,False,-0.2588190451025208,-0.9659258262890683,0,0.0,1.0,0.8660254037844387,-0.4999999999999998,1.5,2.2,0.0,0.6841817186644773,1,0,5,5,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.30833333333333335,Low,0
2023-06-11,18:00,18,Sunday,6,Summer,Commercial District,Theft,5,False,6891,True,True,False,-1.0,-1.8369701987210297e-16,1,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,1.2,2.2,2.2,0.7255840951966332,1,0,8,3,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.43333333333333335,Medium,1
2025-08-08,03:00,3,Friday,8,Summer,Residential Area,Assault,8,False,2398,False,False,True,0.7071067811865476,0.7071067811865476,2,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004,2.5,1.0,0.0,3.3361134278565467,1,5,0,0,2,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.2833333333333333,Low,0
2025-07-27,21:00,21,Sunday,7,Summer,East District,Cybercrime,5,False,3115,True,True,False,-0.7071067811865477,0.7071067811865474,3,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,1.3,1.3,1.3,1.6051364365971106,1,2,2,3,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.35833333333333334,Low,0
2023-03-10,12:00,12,Friday,3,Spring,North District,Vandalism,4,True,4492,False,False,False,1.2246467991473532e-16,-1.0,4,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,0.8,1.8,0.0,0.8904719501335708,1,4,10,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.25,Low,0
2024-03-19,18:00,18,Tuesday,3,Spring,Suburban Area,Theft,4,False,2561,False,True,False,-1.0,-1.8369701987210297e-16,5,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,1.2,0.8,0.8,1.5618898867629833,1,7,8,5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.2416666666666667,Low,0
2023-02-02,11:00,11,Thursday,2,Winter,South District,Robbery,7,False,3475,False,False,False,0.258819045102521,-0.9659258262890682,6,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,3.0,1.5,0.0,2.014388489208633,1,6,7,4,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.3,Low,0
2025-07-29,11:00,11,Tuesday,7,Summer,University Area,Vehicle Theft,4,False,7127,False,False,False,0.258819045102521,-0.9659258262890682,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388,1.6,1.4,0.0,0.5612459660446191,1,8,11,5,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,0.21666666666666667,Low,0
2025-02-19,15:00,15,Wednesday,2,Winter,University Area,Fraud,5,False,7271,False,False,False,-0.7071067811865471,-0.7071067811865479,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,1.5,1.4,0.0,0.6876633200385092,1,8,5,6,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.24166666666666664,Low,0
2023-12-15,01:00,1,Friday,12,Winter,Suburban Area,Burglary,7,True,2264,False,False,True,0.25881904510252074,0.9659258262890683,2,0.9749279121818236,-0.22252093395631434,-2.4492935982947064e-16,1.0,1.8,0.8,0.0,3.091872791519435,1,7,1,0,3,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.24166666666666664,Low,0
2024-03-28,23:00,23,Thursday,3,Spring,University Area,Robbery,8,True,7137,False,True,False,-0.25881904510252157,0.9659258262890681,3,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17,3.0,1.4,1.4,1.120919153706039,1,8,7,4,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.39166666666666666,Low,0
2025-08-13,16:00,16,Wednesday,8,Summer,South District,Vehicle Theft,4,False,4073,False,False,False,-0.8660254037844385,-0.5000000000000004,4,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004,1.6,1.5,0.0,0.9820770930518045,1,6,11,6,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.225,Low,0
2025-01-24,09:00,9,Friday,1,Winter,East District,Drug Offense,5,False,3105,False,False,False,0.7071067811865476,-0.7071067811865475,5,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387,2.0,1.3,0.0,1.6103059581320451,1,2,4,0,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.23333333333333334,Low,0
2024-06-18,14:00,14,Tuesday,6,Summer,East District,Drug Offense,6,True,3116,False,False,False,-0.4999999999999997,-0.8660254037844388,6,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,2.0,1.3,0.0,1.925545571245186,1,2,4,5,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.2583333333333333,Low,0
2024-10-30,14:00,14,Wednesday,10,Autumn,Industrial Zone,Theft,5,True,1501,False,False,False,-0.4999999999999997,-0.8660254037844388,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,1.2,2.0,0.0,3.3311125916055966,0,3,8,6,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.29166666666666663,Low,0
2024-03-13,08:00,8,Wednesday,3,Spring,Commercial District,Fraud,4,False,7146,False,False,False,0.8660254037844387,-0.4999999999999998,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,1.5,2.2,0.0,0.559753708368318,1,0,5,6,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2833333333333333,Low,0
2024-04-03,17:00,17,Wednesday,4,Spring,East District,Vandalism,4,False,3696,False,False,False,-0.9659258262890683,-0.25881904510252063,2,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998,0.8,1.3,0.0,1.0822510822510822,1,2,10,6,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.20833333333333334,Low,0
2025-08-28,06:00,6,Thursday,8,Summer,South District,Trespassing,1,True,3517,False,False,False,1.0,6.123233995736766e-17,3,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,0.6,1.5,0.0,0.2843332385555872,1,6,9,4,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.15,Low,0
2023-12-18,15:00,15,Monday,12,Winter,East District,Theft,4,False,3761,False,False,False,-0.7071067811865471,-0.7071067811865479,4,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,1.2,1.3,0.0,1.0635469290082424,1,2,8,1,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.20833333333333334,Low,0
2024-02-04,22:00,22,Sunday,2,Winter,Commercial District,Vandalism,4,False,7141,True,True,False,-0.5000000000000004,0.8660254037844384,5,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.8,2.2,2.2,0.5601456378658451,1,0,10,3,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4083333333333333,Medium,1
2024-10-08,16:00,16,Tuesday,10,Autumn,Industrial Zone,Burglary,8,False,1687,False,False,False,-0.8660254037844385,-0.5000000000000004,6,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001,1.8,2.0,0.0,4.742145820983995,0,3,1,5,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.3666666666666667,Low,0
2025-02-12,17:00,17,Wednesday,2,Winter,University Area,Fraud,6,False,7228,False,False,False,-0.9659258262890683,-0.25881904510252063,0,0.0,1.0,0.8660254037844386,0.5000000000000001,1.5,1.4,0.0,0.8301051466519093,1,8,5,6,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.26666666666666666,Low,0
2025-04-14,16:00,16,Monday,4,Spring,Commercial District,Vandalism,2,False,6742,False,False,False,-0.8660254037844385,-0.5000000000000004,1,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998,0.8,2.2,0.0,0.29664787896766537,1,0,10,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.23333333333333334,Low,0
2023-06-12,05:00,5,Monday,6,Summer,Downtown,Theft,6,False,8726,False,False,True,0.9659258262890683,0.25881904510252074,2,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,1.2,2.5,0.0,0.6876002750401099,2,1,8,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.35833333333333334,Low,0
2024-12-27,18:00,18,Friday,12,Winter,South District,Fraud,5,False,3916,False,True,False,-1.0,-1.8369701987210297e-16,3,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0,1.5,1.5,1.5,1.2768130745658837,1,6,5,0,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.325,Low,0
2024-12-04,18:00,18,Wednesday,12,Winter,Industrial Zone,Robbery,8,False,1460,False,True,False,-1.0,-1.8369701987210297e-16,4,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0,3.0,2.0,2.0,5.47945205479452,0,3,7,6,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.4416666666666667,Medium,1
2024-07-07,08:00,8,Sunday,7,Summer,Industrial Zone,Vehicle Theft,5,False,1247,True,False,False,0.8660254037844387,-0.4999999999999998,5,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388,1.6,2.0,0.0,4.0096230954290295,0,3,11,3,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.3416666666666666,Low,0
2025-05-05,10:00,10,Monday,5,Spring,Suburban Area,Robbery,6,True,2294,False,False,False,0.49999999999999994,-0.8660254037844387,6,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387,3.0,0.8,0.0,2.6155187445510024,1,7,7,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.21666666666666667,Low,0
2023-06-06,19:00,19,Tuesday,6,Summer,Downtown,Robbery,9,True,8728,False,True,False,-0.9659258262890684,0.2588190451025203,0,0.0,1.0,1.2246467991473532e-16,-1.0,3.0,2.5,2.5,1.0311640696608617,2,1,7,5,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.5083333333333333,Medium,1
2023-10-02,21:00,21,Monday,10,Autumn,South District,Theft,3,False,3564,False,True,False,-0.7071067811865477,0.7071067811865474,1,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001,1.2,1.5,1.5,0.8417508417508417,1,6,8,1,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.275,Low,0
2023-11-29,22:00,22,Wednesday,11,Autumn,Industrial Zone,Assault,9,True,1584,False,True,False,-0.5000000000000004,0.8660254037844384,2,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384,2.5,2.0,2.0,5.681818181818182,0,3,0,6,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.4666666666666667,Medium,1
2025-08-28,11:00,11,Thursday,8,Summer,South District,Fraud,4,False,3868,False,False,False,0.258819045102521,-0.9659258262890682,3,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,1.5,1.5,0.0,1.0341261633919339,1,6,5,4,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.225,Low,0
2025-07-29,06:00,6,Tuesday,7,Summer,West District,Theft,5,True,3662,False,False,False,1.0,6.123233995736766e-17,4,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388,1.2,1.6,0.0,1.3653741125068268,1,9,8,5,2,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0.2583333333333333,Low,0
